lon;lat;station_name;address;station_id;elev
-85.826810019337;38.231599293339;Louisville Police Firearms Training Center;4201 Algonquin Parkway;21-111-1041;
-85.6544210675326;38.2288441320279;Cannons Lane Air Monitoring Station;2730 Cannons Lane;21-111-0067;
-85.4431996697583;38.3989474326293;KyDAQ Monitoring Station in Buckner - Seasonal Monitor;3995 Morgan Road;21-185-0004;
-85.5764632025979;38.1378607573735;Bates Elementary School;7601 Bardstown Road;21-111-0027;
-85.8156842701305;38.2331974524237;Southwick Community Center;3621 Southern Avenue;21-111-0043;
-85.7119630092274;37.9861734107547;KyDAQ Monitoring Station in Shepherdsville - Seasonal Monitor;2nd and Carpenter Streets;21-029-0006;
-85.7119491575761;38.193644153374;Durrett Lane Near Road Site (30m from I-264);1517 Durrett Lane;21-111-0075;
-85.8980655434348;38.0608907846403;Watson Lane Elementary School, Valley Station;7201 Watson Lane;21-111-0051;
