lon;lat;station_id;station_name;address;elev
-134.567653969791;58.3882105525206;8;Floyd Dryden;F Dryden MS;
-147.309555561442;64.7633479705983;20;FNSB NP Fire;3288 Hurst Rd, North Pole AK;
-149.824698150634;61.2059164010792;1;Garden;3000 E. 16th Ave.;
-149.569697798378;61.3266793963188;5;Parkgate;11723 Old Glenn Hwy Ste 103;
-149.034593136445;61.5330554184192;10;Butte;Harrison Court;
-149.103604330259;61.5993121998491;13;Palmer;S Gulkana St.;
-149.834040150695;61.1811077948534;26;Laurel;4335 Laurel St.;
-147.727395755499;64.8456852711216;17;FNSB NCORE;809 Pioneer Rd;
